발행인,시도,시구,동읍,상세주소,사업용도,사업용도세부종목,브릿지론/본PF,신용보강기관명,신용보강기관종류,신용보강형태,매입보장/확약,대출약정규모,분양률,문장
다올디제이제일차,대전광역시,유성구,죽동,680,오피스텔,리테일.오피스텔.오피스,0,-,-,채권매입/인수,매입확약,630,-, 다올투자증권㈜ 대출채권 매입확약 및 사모사채 인수확약 다
미미데이제이차,광주광역시,동구,학동,107번지,특수용도,리테일.생활형숙박시설,0,엔에이치투자증권,증권사,인수,매입확약,530,22.0,  엔에이치투자증권(주)의 사모사채 인수확약  
에코드림제일차,전라북도,전주시,덕진구,송천동,상업업무,오피스.리테일,0,교보증권,증권사,채권매입/자금보충,매입확약,-,-,  교보증권(주)의 대출채권 매입확약 또는 자금보충 의무  
에프엔신관제이차,충청남도,공주시,신관동,608번지,공동주택,주상복합.공동주택,0,삼성증권,증권사,채권매입/인수/자금보충,매입확약,440,-, 삼성증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의무
에프엔신관제일차,충청남도,공주시,신관동,608번지,공동주택,주상복합.공동주택,0,삼성증권,증권사,채권매입/인수/자금보충,매입확약,440,-, 삼성증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의무
에프엔신관제일차,충청남도,공주시,신관동,608번지,공동주택,주상복합.공동주택,0,삼성증권,증권사,채권매입/인수/자금보충,매입확약,440,-, 삼성증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의무
엠에스군포제이차,경기도,군포시,당정동,59-5번지,특수용도,지식산업센터,0,현대건설.미래에셋증권,시공사.증권사,연대보증.매입,매입확약,-,-,  기초자산에 대한 현대건설(주)의 연대보증 ⚫.  미래에셋증권(주)의 유동화증권 매입보장  S
엠에스군포제일차,경기도,군포시,당정동,59-5번지,특수용도,지식산업센터,0,현대건설,시공사,연대보증,매입확약,-,-,  기초자산에 대한 현대건설(주)의 연대보증 S
케이에스씨제이차,서울특별시,중구,수표동,56-7번지,공동주택,아파트.오피스,본 PF,키움증권,증권사,채권매입/인수/자금보충,매입확약,2800,-,  키움증권(주)의 대출채권 매입확약 자금보충 및 사모사채 인수의무  
플랜업에스제일차,인천광역시,연수구,송도동,396-1번지,공동주택,리테일.공동주택,0,신영증권,증권사,인수,매입확약,5850,99.9, 신영증권(주)의 사모사채 인수 의
하이에이치개발제일차,경기도,평택시,비전동,632-4번지,공동주택,공동주택.오피스,0,하이투자증권,증권사,매입/인수/자금보충,매입확약,-,-,  하이투자증권(주)의 기초자산 매입 또는 자금보충 사모사채 인수의무  
기은센상동제이차,0,0,0,0,공동주택,주상복합,0,롯데건설,시공사,채무인수/자금보충,매입확약,2100,-, 롯데건설㈜의 자금보충 및 채무인수의무 기
기은센상동제이차,0,0,0,0,공동주택,주상복합,0,롯데건설,시공사,채무인수/자금보충,매입확약,2100,-, 롯데건설㈜의 자금보충 및 채무인수의무 기
네오컨티넨탈,경상남도,양산시,유산동,509번지,산업시설,물류,본 PF,다올투자증권,증권사,인수,매입확약,1050,-, 다올투자증권(주)의 사모사채 인수 의무
마에스트로오션제일차,경상남도,거제시,장승포동,499번지,공동주택,주상복합.오피스.오피스텔.리테일.공동주택,0,다올투자증권,증권사,채권매입/인수,매입확약,1200,-, 다올투자증권㈜의 대출채권 매입 및 사모사채 인수 의무
메타그린제삼차,경기도,남양주시,다산동,6056번지(다산,Default,Default,0,교보증권,증권사,채권매입/인수/자금보충,매입확약,2750,-, 교보증권(주)의 대출채권 매입 자금보충 및 사모사채 인수 의
에스이디제일차,서울특별시,도봉구,방학동,717-6번지,공동주택,주상복합,0,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설㈜의 자금보충(미이행시 채무인수) 의무
에코야음제이차,울산광역시,남구,야음동,829-20번지,공동주택,주상복합.오피스.오피스텔.리테일.공동주택,0,한화투자증권,증권사,채권매입/자금보충,매입확약,500,-,  한화투자증권(주)의 대출채권 매입확약 및 자금보충 의무  
케이비쌍령제일차,경기도,광주시,쌍령동,산,상업업무,오피스.리테일,0,롯데건설.케이비증권,시공사.증권사,채무인수/자금보충.매입,매입보장,-,-, 롯데건설(주)의 자금보충(미이행시 채무인수) 의무 . 케이비증권(주)의 유동화증권 매입보장
케이티비파이어레드제팔차,강원도,양양,동산리,생활형숙박시설,특수용도,리테일.생활형숙박시설,0,다올투자증권,증권사,매입,매입확약,525,-,  다올투자증권(주)의 기초자산 매입확약   
크라우칭타이거제일차,경기도,하남시,감이동,산,상업업무,오피스.리테일,0,현대차증권,증권사,인수/자금보충,매입확약,810,-, 현대차증권㈜의 사모사채인수의무 및 자금보충의무 등 크
프로젝트신용파크제일차,광주광역시,북구,신안동,산2-3,공동주택,리테일.공동주택,0,한국투자증권,증권사,채권매입/자금보충,매입확약,770,84.57, 한국투자증권㈜의 대출채권 매입확약 및 자금보충 의무 프
하이쌍령제이차,경기도,광주시,쌍령동,산,상업업무,오피스.리테일,0,롯데건설,시공사,채무인수/자금보충,매입확약,1550,-,  롯데건설(주)의 SPC에 대한 자금보충 및 기초자산 채무인수 의무  
비케이박달,경기도,안양시,만안구,박달동,특수용도,리테일.지식산업센터,0,아이비케이투자증권,증권사,채권매입/인수,매입확약,1630,-,  아이비케이투자증권(주)의 대출채권 매입 또는 사모사채 인수의무  
세븐스타즈제삼차,대구광역시,북구,칠성동2가,321-4번지,공동주택,주상복합.오피스.오피스텔.리테일.공동주택,0,현대엔지니어링,시공사,연대보증,매입확약,180,-,  기초자산에 대한 현대엔지니어링(주)의 연대보증  
엠에스위례제일차,경기도,하남시,위례일반상업지구,9BL,오피스텔,리테일.오피스텔.오피스,본 PF,미래에셋증권,증권사,인수,매입확약,900,-, 미래에셋증권㈜의 사모사채 인수 의무
제이파라노이즈제구차,광주광역시,서구,금호동,1번지,공동주택,공동주택,본 PF,유진투자증권,증권사,채권매입/인수/자금보충,매입확약,3650,-, 유진투자증권(주)의 대출채권 매입 사모사채 인수 및 자금보충 의무
제주카시아제일차,제주특별자치도,서귀포시,색달동,427번지,상업업무,오피스.리테일,0,아이비케이투자증권,증권사,채권매입/인수/자금보충,매입확약,140,-, 아이비케이투자증권(주)의 대출채권 매입 자금보충 및 사모사채 인수 의무
하나여의도제일차,서울특별시,영등포구,여의도동,31번지,공동주택,공동주택.오피스텔.오피스,0,하나증권,증권사,인수/자금보충,매입확약,1500,-,  하나증권(주)의 사모사채 인수확약 및 자금보충의무  
서릿개반포제일차,서울특별시,서초구,잠원동,65-33번지,공동주택,아파트.공동주택,0,현대엔지니어링.미래에셋증권,시공사.증권사,연대보증.매입,매입확약,-,-,  현대엔지니어링(주)의 기초자산에 대한 연대보증 ⚫.  미래에셋증권(주)의 유동화증권 매입보장 서
퍼시픽리오제일차,울산광역시,동구,일산동,555-2번지,공동주택,주상복합,0,유안타증권,증권사,인수,매입확약,460,-, 유안타증권(주)의 사모사채 인수 의
뉴스타김포제오차,경기도,김포시,고촌읍,향산리,상업업무,오피스.리테일,0,케이비증권,증권사,인수,매입확약,9000,-, 케이비증권㈜의 사모사채 인수 의무
드림구삼시흥제일차,경기도,시흥시,신천동,707-18번지,공동주택,오피스.오피스텔.리테일.공동주택,0,교보증권,증권사,채권매입/인수/자금보충,매입확약,347,-, 교보증권㈜의 대출채권 매입확약 자금보충 및 사모사채 인수확약 드
드림비엔김포,경기도,김포시,고촌읍,향산리,상업업무,오피스.리테일,0,DB금융투자,기타,인수,매입확약,11200,-,  DB금융투자(주)의 사모사채 인수확약  
에이치스마트제오차,경기도,구리시,아천동,302-3번지,공동주택,공동주택,본 PF,현대차증권,증권사,인수/자금보충,매입확약,380,-, 현대차증권(주)의 사모사채 인수 및 자금보충 의무
케이원한강제이차,경기도,김포시,고촌읍,향산리,상업업무,오피스.리테일,0,대신증권,증권사,채권매입/인수,매입확약,1000,-, 대신증권㈜의 대출채권 매입 및 사모사채 인수확약 케
케이원한강제일차,경기도,김포시,고촌읍,향산리,상업업무,오피스.리테일,0,대신증권,증권사,채권매입/인수,매입확약,1000,-, 대신증권㈜의 대출채권 매입 및 사모사채 인수확약 케
하이라이트풀제칠차,경상남도,진주시,신진주,역세권,Default,Default,0,교보증권,증권사,채권매입/인수/자금보충,매입확약,-,-,  교보증권(주)의 대출채권 매입확약 사모사채 인수확약 자금보충   
그레이트오션제일차,경기도,성남시,중원구,중앙동,공동주택,오피스.오피스텔.리테일.공동주택,0,교보증권,증권사,채권매입/인수/자금보충,매입확약,-,-, 교보증권(주)의 대출채권 매입 자금보충 및 사모사채 인수 의
더모스트신대방제일차,서울특별시,동작구,신대방동,341-36번지,공동주택,리테일.도시형생활주택,0,한화투자증권,증권사,인수,매입확약,620,-, 한화투자증권㈜의 사모사채 인수 의무 더
디어버디제사차,서울특별시,강북구,미아동,45-32번지,공동주택,주상복합.아파트.리테일.공동주택,본 PF,교보증권,증권사,채권매입/인수/자금보충,매입확약,990,-, 교보증권(주)의 대출채권 매입 자금보충 및 사모사채 인수의무
디어버디제사차,서울특별시,강북구,미아동,45-32번지,공동주택,주상복합.아파트.리테일.공동주택,본 PF,교보증권,증권사,채권매입/인수/자금보충,매입확약,990,-, 교보증권(주)의 대출채권 매입 자금보충 및 사모사채 인수의무
디에스을지로제일차,서울시,중구,수표동,35-10번지,공동주택,리테일.아파트.오피스,0,대신증권,증권사,채권매입/인수,매입확약,4450,-, 대신증권㈜의 대출채권 매입 및 사모사채 인수 확
디오동인제일차,대구광역시,중구,동인동1가,9-10번지,공동주택,주상복합.오피스.오피스텔.리테일.공동주택,0,대신증권,증권사,채권매입/인수,매입확약,1000,-, 대신증권(주)의 사모사채 인수 및 대출채권 매입 의무
루비아스제일차,경기도,광주시,장지동,산67번지,공동주택,공동주택,0,아이비케이투자증권,증권사,채권매입/인수,매입확약,35,-, 아이비케이투자증권(주)의 대출채권 매입 및 사모사채 인수확약
알에이수표제일차,서울특별시,중구,입정동,237번지,상업업무,오피스,0,엔에이치투자증권,증권사,인수,매입확약,8900,-, 엔에이치투자증권㈜의 사모사채 인수확약 알
알에이제사차,강원도,강릉시,송정동,259번지,특수용도,리테일.생활형숙박시설,0,엔에이치투자증권,증권사,인수,매입확약,3600,-, 엔에이치투자증권(주)의 사모사채 인수확약 S
양도큐브제일차,경기도,김포시,풍무동,483-8번지,공동주택,공동주택,본 PF,교보증권,증권사,채권매입/인수/자금보충,매입확약,3190,-, 교보증권(주)의 대출채권 매입 자금보충 및 사모사채 인수 의무
업라이징블루,부산광역시,해운대구,우동,1406-7번지,공동주택,리테일.노인주택,0,메리츠증권,증권사,인수,매입확약,2100,-, 메리츠증권㈜의 사모사채 인수의무 업
에스에프원유천,대전광역시,중구,유천동,328-50번지,공동주택,주상복합,0,현대차증권,증권사,인수,매입확약,680,52.43, 현대차증권(주)의 사모사채 인수확약
에스제이제이차,강원도,원주시,단구동,726-2번지,공동주택,리테일.공동주택,브릿지론,다올투자증권,증권사,채권매입/인수,매입확약,152,-, 다올투자증권㈜의 대출채권 매입 및 사모사채 인수의무
에스제이제일차,강원도,원주시,단구동,726-2번지,공동주택,리테일.공동주택,브릿지론,다올투자증권,증권사,채권매입/인수,매입확약,152,-, 다올투자증권㈜의 대출채권 매입 및 사모사채 인수의무
에이블대명제일차,대구광역시,남구,대명동,2017-2,공동주택,리테일.아파트.공동주택,0,디엘건설.케이비증권,시공사.증권사,연대보증.매입,매입확약,2990,-,  기초자산에 대한 디엘이앤씨(주) 및 디엘건설(주)의 연대보증 ⚫.  케이비증권(주)의 유동화증권 매입보장 약정 에
에이치드림제일차,경기도,과천시,지식정보타운,상업1-1BL,오피스텔,생활형숙박시설.오피스.오피스텔.리테일,0,현대차증권,증권사,인수,매입확약,1310,-, 현대차증권㈜의 사모사채 인수확약 에
엠에이이천군량,경기도,이천시,대월면,군량리,산업시설,물류,0,디엘건설,시공사,연대보증,매입확약,1220,-, 디엘건설㈜의 연대보증
인베스토리제구차,0,0,0,0,상업업무,오피스.리테일,0,,,,매입확약,-,-,
인베스트세종제삼차,세종특별자치시,전동면,심중리,574번지,상업업무,오피스.리테일,0,한화투자증권,증권사,채권매입/인수/자금보충,매입확약,900,73.11, 한화투자증권(주)의 자금보충 사모사채 인수 및 대출채권 매입 의무
제이온광주,광주광역시,동구,금남로4가,21-12번지,오피스텔,리테일.오피스텔.오피스,0,,,,매입확약,260,-,
카이로스제십팔차,경상남도,창원시,마산합포구,산호동,상업업무,리테일,0,다올투자증권,증권사,인수,매입확약,70,-, 다올투자증권㈜의 사모사채 인수 의무 카
케이더블유블루제일차,인천광역시,계양구,효성동,604번지,오피스텔,오피스텔.오피스,0,BNK투자증권,증권사,인수,매입확약,1220,1.1, ㈜BNK투자증권의 사모사채 인수확
케이에스포천제일차,경기도,포천시,군내면,용정리,특수용도,지식산업센터,0,대신증권,증권사,채권매입/인수,매입확약,850,-, 대신증권㈜의 대출채권 매입 및 사모사채 인수확약 케
코리아마스터피스제일차,대구광역시,서구,내당동,868-1번지,공동주택,공동주택,0,에스케이증권,증권사,인수,매입확약,1360,-, 에스케이증권㈜의 사모사채 인수 의
퍼펙트드림제이차,경기도,의정부시,산곡동,396번지,상업업무,도시개발,0,교보증권,증권사,채권매입/자금보충,매입확약,2500,-, 교보증권㈜의 대출채권 매입 및 자금보충 의무 퍼
플랜업구조화제일차,서울특별시,강동구,고덕동,353-23번지,상업업무,리테일.오피스,0,에이치디씨현대산업개발,시공사,채무인수/자금보충,매입확약,-,-, SPC에 대한 에이치디씨현대산업개발(주)의 자금보충 및 미이행시 기초자산 채무인수 의무  
하나검단제일차,인천광역시,서구,검단신도시,특별계획구역(C9-1,2,공동주택,공동주택.오피스텔.오피스,0,하나증권,증권사,인수,매입확약,4000,-, 하나증권㈜의 사모사채 인수 의무 하
하나김포제일차,경기도,김포시,양촌읍,학운리,상업업무,오피스.리테일,본 PF,하나증권,증권사,매입,매입확약,400,-, 하나증권(주)의 사모사채 매입 확약
굿체인지제일차,울산광역시,중구,학성동,397-1번지,공동주택,리테일.공동주택,0,하나증권,증권사,인수,매입확약,1950,-, 하나증권(주)의 사모사채 인수확
글로에스옥길,경기도,부천시,옥길동,794-2번지,특수용도,리테일.지식산업센터,0,삼성증권,증권사,인수,매입확약,-,-,  삼성증권(주)의 사모사채 인수확약   
뉴스타공덕제사차,서울특별시,마포구,도화동,25-13,상업업무,호텔.오피스,0,효성,시공사,채무인수/자금보충,매입확약,-,-, ㈜효성의 자금보충 및 채무인수 의무 뉴
뉴스타공덕제사차,서울특별시,마포구,도화동,25-13,상업업무,호텔.오피스,0,효성,시공사,채무인수/자금보충,매입확약,-,-, ㈜효성의 자금보충 및 채무인수 의무 뉴
뉴타이거제이차,경기도,김포시,풍무동,30-1번지,공동주택,주상복합.공동주택,0,DB금융투자,기타,인수,매입확약,620,-, DB금융투자㈜의 사모사채 인수확약 뉴
더플렉스제이차,경상남도,창원시,의창구,팔용동,특수용도,지식산업센터,0,유진투자증권,증권사,채권매입/자금보충,매입확약,1485,-, 유진투자증권㈜의 대출채권 매입 및 자금보충 의
더플렉스제일차,경상남도,창원시,의창구,팔용동,특수용도,지식산업센터,0,교보증권,증권사,채권매입/자금보충,매입확약,1485,-, 교보증권㈜의 대출채권 매입 및 자금보충 의
디비유퍼스트제일차,서울특별시,금천구,시흥동,113-16번지,공동주택,주상복합.도시형생활주택.오피스.오피스텔.리테일,0,DB금융투자,기타,인수,매입확약,1040,-, DB금융투자㈜의 사모사채 인수확약 디
디아이에프도농파크,경기도,남양주시,도농동,산11번지,공동주택,공동주택,0,DB금융투자,기타,인수,매입확약,1400,-, DB금융투자(주)의 사모사채 인수 의무
디아이에프도농파크,경기도,남양주시,도농동,산11번지,공동주택,공동주택,0,DB금융투자,기타,인수,매입확약,1400,-, DB금융투자(주)의 사모사채 인수 의무
디케이프로젝트제이차,0,0,0,0,오피스텔,리테일.오피스텔.오피스,0,유안타증권,증권사,인수/자금보충,매입확약,940,-, 유안타증권㈜의 사모사채 인수 및 자금보충 확약
마이트김해안동제이차,경상남도,김해시,안동1지구,일원에서,공동주택,공동주택,0,대신증권,증권사,채권매입/인수,매입확약,-,-, 대신증권㈜의 대출채권 매입 및 사모사채 인수의무 마
미르원제오차,경상남도,창원시,진해구,제덕동,상업업무,오피스.리테일,0,유진투자증권,증권사,채권매입/인수/자금보충,매입확약,1320,-,  유진투자증권(주)의 대출채권 매입확약 자금보충 및 사모사채 인수의무  
샤인시티제일차,0,0,0,0,Default,Default,0,태영건설,시공사,채무인수/자금보충,매입확약,-,-, ㈜태영건설의 자금보충(미이행시 채무인수) 의무
스티아제일차,부산광역시,해운대구,재송동,856-1번지,공동주택,공동주택,브릿지론,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설㈜의 자금보충(미이행시 채무인수) 의무 
아이비케이청라시티제이차,인천광역시,서구,청라동,152-5,오피스텔,리테일.오피스텔.오피스,0,아이비케이투자증권,증권사,채권매입/자금보충,매입확약,555,-, 아이비케이투자증권㈜의 대출채권 매입확약 및 자금보충의무 아
에스더블유학성제일차,울산광역시,중구,학성동,397-1번지,공동주택,리테일.공동주택,0,현대차증권,증권사,인수,매입확약,1950,-, 현대차증권(주)의 사모사채 인수확
에스엠원미음제일차,부산광역시,강서구,미음동,1651-2번지,산업시설,물류,0,삼성증권,증권사,채권매입/인수/자금보충,매입확약,1330,-, 삼성증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의무
에이치더블여의도제일차,서울특별시,영등포구,여의도동,15-11번지,오피스텔,오피스텔.오피스,0,교보증권,증권사,채권매입/인수/자금보충,매입확약,990,-, 교보증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의무
에이치엠덕평제일차,경기도,이천지,마장면,표교리,산업시설,물류,0,현대차증권,증권사,인수,매입확약,-,-, 현대차증권(주)의 사모사채 인수 의
에프엔부금제이차,경기도,Structured,Finance에프엔부금제이차(주),[본평가],공동주택,주상복합,0,삼성증권,증권사,채권매입/인수/자금보충,매입확약,4000,-, 삼성증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의무
엑스매드제구차,경기도,안성시,서운면,현매리,산업시설,물류,0,교보증권,증권사,채권매입/자금보충,매입확약,30,-,  교보증권(주)의 대출채권 매입확약 및 자금보충 약정  
엠에이학성,울산광역시,중구,학성동,397-1번지,공동주택,리테일.공동주택,0,미래에셋증권,증권사,인수,매입확약,1950,-, 미래에셋증권(주)의 사모사채 인수확
오션베스트빌,부산광역시,해운대구,재송동,856-1번지,공동주택,공동주택,브릿지론,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설㈜의 자금보충(미이행시 채무인수) 의무
유쥬르제이차,경기도,부천시,내동,207-1번지,산업시설,물류,0,교보증권,증권사,채권매입/인수/자금보충,매입확약,1490,-,  교보증권(주)의 대출채권 매입확약 사모사채 인수확약 자금보충 약정  
쥐피에스22제구차,대구광역시,북구,칠성동2가,302-141번지,공동주택,주상복합.리테일.공동주택,0,신한투자증권,증권사,채권매입/자금보충,매입확약,1355,-, 신한투자증권(주)의 대출채권 매입확약 또는 자금보충 약정 S
쥐피에스22제구차,대구광역시,북구,칠성동2가,302-141번지,공동주택,주상복합.리테일.공동주택,0,신한투자증권,증권사,채권매입/자금보충,매입확약,1355,-, 신한투자증권(주)의 대출채권 매입확약 또는 자금보충 약정 S
쥐피에스22제십차,대구광역시,북구,칠성동2가,302-141번지,공동주택,주상복합.리테일.공동주택,0,신한투자증권,증권사,채권매입/자금보충,매입확약,1355,-, 신한투자증권(주)의 대출채권 매입확약 또는 자금보충 약정 S
지에프민제칠차,부산광역시,동구,범일동,830-179번지,공동주택,주상복합.오피스.오피스텔.리테일.공동주택,0,한화투자증권,증권사,채권매입/인수/자금보충,매입확약,650,-, 한화투자증권㈜의 대출채권 매입확약 자금보충 및 사모사채 인수확약 지
지원제일차,세종특별자치시,전의면,달전리,산72번지,상업업무,오피스.리테일,0,롯데건설,시공사,연대보증,매입확약,-,-, 기초자산에 대한 롯데건설(주)의 연대보증  
칸스제일차,경기도,파주시,월롱면,덕은리,상업업무,오피스.리테일,0,케이씨씨오토,기타,채권매입/채무인수,매입확약,300,-, 대출채권 매입확약 및 조건부 채무인수 의무를 부담하는 케이씨씨오토㈜의 신용도 칸
칸스제일차,경기도,파주시,월롱면,덕은리,상업업무,오피스.리테일,0,케이씨씨오토,기타,채권매입/채무인수,매입확약,300,-, 대출채권 매입확약 및 조건부 채무인수 의무를 부담하는 케이씨씨오토㈜의 신용도 칸
피닉스리빙제사차,경기도,용인시,처인구,역북동,상업업무,오피스.리테일,0,교보증권,증권사,채권매입/인수/자금보충,매입확약,-,-, 교보증권㈜의 대출채권 매입 자금보충 사모사채 인수 확약 피
피닉스물류제이차,경기도,안성시,서운면,현매리,산업시설,물류,0,교보증권,증권사,채권매입,매입확약,990,-, 교보증권㈜의 대출채권 매입확약 등 피
피닉스물류제일차,경기도,안성시,서운면,현매리,산업시설,물류,0,교보증권,증권사,채권매입,매입확약,990,-, 교보증권㈜의 대출채권 매입확약 등 피
하나동래제이차,부산광역시,동래구,낙민동,76-1번지,공동주택,리테일.공동주택,0,하나증권,증권사,인수/자금보충,매입확약,2260,-,  하나증권(주)의 사모사채 인수확약 및 자금보충 의무  
하나동래제일차,부산광역시,동래구,낙민동,76-1번지,공동주택,리테일.공동주택,0,하나증권,증권사,인수/자금보충,매입확약,2260,-,  하나증권(주)의 사모사채 인수확약 및 자금보충 의무  
하이오션워커제팔차,경기도,안산시,단원구,성곡동,오피스텔,리테일.오피스텔.오피스,0,롯데건설,시공사,채무인수/자금보충,매입확약,160,-, 롯데건설㈜의 자금보충 및 채무인수 의무 하
해피돌제일차,서울특별시,금천구,독산동,1008-11,공동주택,주상복합.오피스.오피스텔.리테일.공동주택,0,-,-,인수,매입확약,360,-, DB금융투자㈜ 사모사채 인수확약 해
가이아투자제삼차,경기도,고양시,덕양구,주교동,오피스텔,오피스텔.오피스,0,다올투자증권,증권사,채권매입/인수/자금보충,매입확약,905,-, 다올투자증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의
기은센향남제일차,경기도,화성시,향남읍,상신리,공동주택,리테일.공동주택,0,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설㈜의 자금보충 및 채무인수의무 기
다올랩터제오차,0,0,0,0,상업업무,오피스.리테일,0,,,,매입확약,-,-,
드림올넷제일차,서울시,성북구,장위동,25-55번지,공동주택,리테일.아파트,0,BNK투자증권,증권사,인수,매입확약,350,-, (주)BNK투자증권의 사모사채 인수확약
디제이센트럴시티,대전광역시,동구,판암지구,도시개발사업지,오피스텔,도시개발.오피스.오피스텔.리테일,0,-,-,채권매입,매입확약,970,-, 대신증권㈜와 체결하는 대출채권 매입확약 등에 관한 약정서 디
리미티리제삼차,경기도,안산시,성곡동,시화MTV,상업업무,오피스.리테일,0,다올투자증권,증권사,채권매입/인수,매입확약,535,-, 다올투자증권㈜의 대출채권 매입 및 사모사채 인수 의
비엔케이수성제이차,서울시,성북구,장위동,25-55번지,공동주택,리테일.아파트,0,BNK투자증권,증권사,인수,매입확약,350,-, (주)BNK투자증권의 사모사채 인수확약
에프엔구로제일차,서울특별시,구로구,구로동,646-6,특수용도,지식산업센터,0,삼성증권,증권사,채권매입/인수/자금보충,매입확약,2330,-, 삼성증권(주)의 대출채권 매입 사모사채 인수 및 자금보충 의
엠제이베스트제일차,대구광역시,동구,신천동,66-4,상업업무,리테일.오피스,0,메리츠증권,증권사,매입,매입확약,220,-, 메리츠증권㈜의 사모사채 매입 확약
와이에프아이양산,경상남도,양산시,유산동,509번지,산업시설,물류,0,유안타증권,증권사,채권매입/인수,매입확약,1050,-, 유안타증권(주)의 대출채권 매입 및 사모사채 인수 의무
웨스트안동제삼차,경상북도,안동시,풍산읍,막곡리,공동주택,리테일.공동주택,0,대신증권,증권사,채권매입/인수,매입확약,1920,93.04, 대신증권(주)의 대출채권 매입 및 사모사채 인수 의무
인베스트양산제일차,경상남도,양산시,유산동,509번지,산업시설,물류,0,한화투자증권,증권사,채권매입/인수/자금보충,매입확약,1050,-, 한화투자증권(주)의 대출채권 매입 자금보충 및 사모사채 인수 의무
인베스트유사제일차,경상남도,양산시,유산동,509번지,산업시설,물류,0,한화투자증권,증권사,채권매입/인수/자금보충,매입확약,1050,-, 한화투자증권(주)의 대출채권 매입 자금보충 및 사모사채 인수 의무
제이파라노이즈제구차,광주광역시,서구,금호동,1번지,공동주택,공동주택,본 PF,유진투자증권,증권사,채권매입/인수/자금보충,매입확약,3650,-, 유진투자증권(주)의 대출채권 매입 사모사채 인수 및 자금보충 의무
제이파라노이즈제구차,광주광역시,서구,금호동,1번지,공동주택,공동주택,본 PF,유진투자증권,증권사,채권매입/인수/자금보충,매입확약,3650,-, 유진투자증권(주)의 대출채권 매입 사모사채 인수 및 자금보충 의무
챔피언별내제일차,경기도,남양주시,별내동,798,산업시설,물류,0,유진투자증권,증권사,채권매입/인수/자금보충,매입확약,1000,-,  유진투자증권(주)의 대출채권 매입확약 자금보충 및/또는 사모사채 인수의무  
챔피언사하,경기도,용인시,처인구,포곡읍,산업시설,물류,0,유진투자증권,증권사,채권매입/인수/자금보충,매입확약,2900,-, 유진투자증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 의무
청년제이차,서울특별시,구로구,개봉동,179-11,공동주택,임대주택,0,아이비케이투자증권,증권사,인수,매입확약,360,-, 아이비케이투자증권㈜의 사모사채 인수 확
케이티비플러스제삼차,경기도,안양시,만안구,안양동,특수용도,생활형숙박시설,0,,,,매입확약,-,-,
트루구일제일차,서울특별시,구로구,구로동,646-6,특수용도,지식산업센터,0,한국투자증권,증권사,채권매입,매입확약,2330,-, 한국투자증권㈜의 대출채권 매입확약 등 트
하나구로제일차,서울특별시,구로구,구로동,646-6,특수용도,지식산업센터,0,하나증권,증권사,매입,매입확약,2330,-, 하나증권(주)의 사모사채 매입확
하나디에프제일차,광주광역시,서구,금호동,1번지,공동주택,리테일.공동주택,0,하나증권,증권사,인수,매입확약,3400,-, 하나증권㈜의 사모사채 인수확약 하
하나장포제일차,경상남도,거제시,장승포동,499번지,공동주택,주상복합.오피스.오피스텔.리테일.공동주택,0,하나증권,증권사,인수,매입확약,1200,2.62, 하나증권(주)의 사모사채 인수 의무
두교로지스제삼차,경기도,안성시,죽산면,두교리,산업시설,물류,본 PF,하이투자증권,증권사,채권매입/인수/자금보충,매입확약,-,-,  하이투자증권(주)의 대출채권 매입확약 및 자금보충 사모사채 인수의무  
디앤에이치제일차,서울특별시,강남구,삼성동,1-2번지,오피스텔,오피스텔.오피스,0,SK증권,증권사,인수,매입확약,635,-,  SK증권(주)의 사모사채 인수확약  
부송제사차,전라북도,익산시,부송동,279번지,공동주택,리테일.도시개발.공동주택,0,에이치디씨현대산업개발,시공사,채무인수/자금보충,매입확약,-,-, 에이치디씨현대산업개발㈜의 자금보충 및 채무인수의무 부
비아이에스제이차,경기도,용인시,처인구,남사면,산업시설,물류,0,유진투자증권,증권사,채권매입,매입확약,760,-, 대출채권 매입 의무를 부담하는 유진투자증권㈜의 신용도 비
에스제이에스제일차,서울특별시,중구,서소문동,58-9,공동주택,아파트,0,하나증권,증권사,인수,매입확약,6200,-, 하나증권㈜의 사모사채 인수 확약
엘풍무제이차,경기도,김포시,풍무동,30-1번지,상업업무,도시개발,0,롯데건설,시공사,채무인수/자금보충,매입확약,-,-, 롯데건설(주)의 자금보충(미이행시 채무인수) 의무
와이케이기장제일차,부산광역시,기장군,기장읍,445,상업업무,리테일,0,유안타증권,증권사,채권매입/인수/자금보충,매입확약,3250,-, 유안타증권㈜의 대출채권 매입 자금보충 및 사모사채 인수 확
