발행인,시도,시구,동읍,상세주소,사업용도,사업용도세부종목,브릿지론/본PF,신용보강기관명,신용보강기관종류,신용보강형태,매입보장/확약,대출약정규모,분양률,문장
송도더스카이제일차,인천광역시,연수구,송도동,30-2번지에,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,하나은행.하나은행.하나은행/하나은행과,은행.은행.은행/은행,매입.-.이자율,매입확약,1100,-, (주)하나은행의 유동화증권 매입보장 및 신용공여 . (주)하나은행의 유동성공여(한도 28억원) . (주)하나은행과의 이자율스왑계약
송도더스카이제일차,인천광역시,연수구,송도동,30-2번지에,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,하나은행.하나은행.하나은행/하나은행과,은행.은행.은행/은행,매입.-.이자율,매입확약,1100,-, (주)하나은행의 유동화증권 매입보장 및 신용공여 . (주)하나은행의 유동성공여(한도 28억원) . (주)하나은행과의 이자율스왑계약
송도더스카이제일차,인천광역시,연수구,송도동,30-2번지에,공동주택,오피스텔.오피스.주상복합.공동주택.리테일,0,하나은행.하나은행.하나은행/하나은행과,은행.은행.은행/은행,매입.-.이자율,매입확약,1100,-, (주)하나은행의 유동화증권 매입보장 및 신용공여 . (주)하나은행의 유동성공여(한도 28억원) . (주)하나은행과의 이자율스왑계약
우리아크로호계제일차,경기도,안양시,동안구,호계동,공동주택,아파트.리테일.공동주택,0,우리은행.우리은행과/우리은행,은행.은행/은행,매입.-,매입확약,2000,-, ㈜우리은행의 ABCP매입보장 및 신용공여 . ㈜우리은행과의 운전자금대출약정 
우리아크로호계제일차,경기도,안양시,동안구,호계동,공동주택,아파트.리테일.공동주택,0,우리은행.우리은행과/우리은행,은행.은행/은행,매입.-,매입확약,2000,-, ㈜우리은행의 ABCP매입보장 및 신용공여 . ㈜우리은행과의 운전자금대출약정 
우리아크로호계제일차,경기도,안양시,동안구,호계동,공동주택,아파트.리테일.공동주택,0,우리은행.우리은행과/우리은행,은행.은행/은행,매입.-,매입확약,2000,-, ㈜우리은행의 ABCP매입보장 및 신용공여 . ㈜우리은행과의 운전자금대출약정 
우리아크로호계제일차,경기도,안양시,동안구,호계동,공동주택,아파트.리테일.공동주택,0,우리은행.우리은행과/우리은행,은행.은행/은행,매입.-,매입확약,2000,-, ㈜우리은행의 ABCP매입보장 및 신용공여 . ㈜우리은행과의 운전자금대출약정 
우리아크로호계제일차,경기도,안양시,동안구,호계동,공동주택,아파트.리테일.공동주택,0,우리은행.우리은행과/우리은행,은행.은행/은행,매입.-,매입확약,2000,-, ㈜우리은행의 ABCP매입보장 및 신용공여 . ㈜우리은행과의 운전자금대출약정 
우리아크로호계제일차,경기도,안양시,동안구,호계동,공동주택,아파트.리테일.공동주택,0,우리은행.우리은행과/우리은행,은행.은행/은행,매입.-,매입확약,2000,-, ㈜우리은행의 ABCP매입보장 및 신용공여 . ㈜우리은행과의 운전자금대출약정 
지아이비세교,경기도,오산시,세교동,592-7,특수용도,지식산업센터,본 PF,신한은행,은행,매입,매입확약,2050,-, (주)신한은행의 신용공여성 기업어음 매입보장
지아이비세교,경기도,오산시,세교동,592-7,특수용도,지식산업센터,본 PF,신한은행,은행,매입,매입확약,2050,-, (주)신한은행의 신용공여성 기업어음 매입보장
지아이비세교,경기도,오산시,세교동,592-7,특수용도,지식산업센터,본 PF,신한은행,은행,매입,매입확약,2050,-, (주)신한은행의 신용공여성 기업어음 매입보장
지아이비세교,경기도,오산시,세교동,592-7,특수용도,지식산업센터,본 PF,신한은행,은행,매입,매입확약,2050,-, (주)신한은행의 신용공여성 기업어음 매입보장
리치게이트원당,경기도,고양시,덕양구,주교동,공동주택,아파트,본 PF,신한은행/농협은행.신한은행.주택도시보증공사,은행/은행.은행.공공,매입.-.-,매입확약,-,-, (주)신한은행 중소기업은행 및 농협은행(주)의 신용공여성 기업어음 매입보장(매입보장비율(470: 1300: 500)) . (주)신한은행의 유동성 공여의무(한도 6억원) . 주택도시보증공사의 PF 대출보증
리치게이트원당,경기도,고양시,덕양구,주교동,공동주택,아파트,본 PF,신한은행/농협은행.신한은행.주택도시보증공사,은행/은행.은행.공공,매입.-.-,매입확약,-,-, (주)신한은행 중소기업은행 및 농협은행(주)의 신용공여성 기업어음 매입보장(매입보장비율(470: 1300: 500)) . (주)신한은행의 유동성 공여의무(한도 6억원) . 주택도시보증공사의 PF 대출보증
리치게이트원당,경기도,고양시,덕양구,주교동,공동주택,아파트,본 PF,신한은행/농협은행.신한은행.주택도시보증공사,은행/은행.은행.공공,매입.-.-,매입확약,-,-, (주)신한은행 중소기업은행 및 농협은행(주)의 신용공여성 기업어음 매입보장(매입보장비율(470: 1300: 500)) . (주)신한은행의 유동성 공여의무(한도 6억원) . 주택도시보증공사의 PF 대출보증
리치게이트원당,경기도,고양시,덕양구,주교동,공동주택,아파트,본 PF,신한은행/농협은행.신한은행.주택도시보증공사,은행/은행.은행.공공,매입.-.-,매입확약,-,-, (주)신한은행 중소기업은행 및 농협은행(주)의 신용공여성 기업어음 매입보장(매입보장비율(470: 1300: 500)) . (주)신한은행의 유동성 공여의무(한도 6억원) . 주택도시보증공사의 PF 대출보증
리치게이트원당,경기도,고양시,덕양구,주교동,공동주택,아파트,본 PF,신한은행/농협은행.신한은행.주택도시보증공사,은행/은행.은행.공공,매입.-.-,매입확약,-,-, (주)신한은행 중소기업은행 및 농협은행(주)의 신용공여성 기업어음 매입보장(매입보장비율(470: 1300: 500)) . (주)신한은행의 유동성 공여의무(한도 6억원) . 주택도시보증공사의 PF 대출보증
리치게이트원당,경기도,고양시,덕양구,주교동,공동주택,아파트,본 PF,신한은행/농협은행.신한은행.주택도시보증공사,은행/은행.은행.공공,매입.-.-,매입확약,-,-, (주)신한은행 중소기업은행 및 농협은행(주)의 신용공여성 기업어음 매입보장(매입보장비율(470: 1300: 500)) . (주)신한은행의 유동성 공여의무(한도 6억원) . 주택도시보증공사의 PF 대출보증
리치게이트원당,경기도,고양시,덕양구,주교동,공동주택,아파트,본 PF,신한은행/농협은행.신한은행.주택도시보증공사,은행/은행.은행.공공,매입.-.-,매입확약,-,-, (주)신한은행 중소기업은행 및 농협은행(주)의 신용공여성 기업어음 매입보장(매입보장비율(470: 1300: 500)) . (주)신한은행의 유동성 공여의무(한도 6억원) . 주택도시보증공사의 PF 대출보증
리치게이트원당,경기도,고양시,덕양구,주교동,공동주택,아파트,본 PF,신한은행/농협은행.신한은행.주택도시보증공사,은행/은행.은행.공공,매입.-.-,매입확약,-,-, (주)신한은행 중소기업은행 및 농협은행(주)의 신용공여성 기업어음 매입보장(매입보장비율(470: 1300: 500)) . (주)신한은행의 유동성 공여의무(한도 6억원) . 주택도시보증공사의 PF 대출보증
리치게이트원당,경기도,고양시,덕양구,주교동,공동주택,아파트,본 PF,신한은행/농협은행.신한은행.주택도시보증공사,은행/은행.은행.공공,매입.-.-,매입확약,-,-, (주)신한은행 중소기업은행 및 농협은행(주)의 신용공여성 기업어음 매입보장(매입보장비율(470: 1300: 500)) . (주)신한은행의 유동성 공여의무(한도 6억원) . 주택도시보증공사의 PF 대출보증
리치게이트원당,경기도,고양시,덕양구,주교동,공동주택,아파트,본 PF,신한은행/농협은행.신한은행.주택도시보증공사,은행/은행.은행.공공,매입.-.-,매입확약,-,-, (주)신한은행 중소기업은행 및 농협은행(주)의 신용공여성 기업어음 매입보장(매입보장비율(470: 1300: 500)) . (주)신한은행의 유동성 공여의무(한도 6억원) . 주택도시보증공사의 PF 대출보증
리치게이트원당,경기도,고양시,덕양구,주교동,공동주택,아파트,본 PF,신한은행/농협은행.신한은행.주택도시보증공사,은행/은행.은행.공공,매입.-.-,매입확약,-,-, (주)신한은행 중소기업은행 및 농협은행(주)의 신용공여성 기업어음 매입보장(매입보장비율(470: 1300: 500)) . (주)신한은행의 유동성 공여의무(한도 6억원) . 주택도시보증공사의 PF 대출보증
리치게이트원당,경기도,고양시,덕양구,주교동,공동주택,아파트,본 PF,신한은행/농협은행.신한은행.주택도시보증공사,은행/은행.은행.공공,매입.-.-,매입확약,-,-, (주)신한은행 중소기업은행 및 농협은행(주)의 신용공여성 기업어음 매입보장(매입보장비율(470: 1300: 500)) . (주)신한은행의 유동성 공여의무(한도 6억원) . 주택도시보증공사의 PF 대출보증
리치게이트원당,경기도,고양시,덕양구,주교동,공동주택,아파트,본 PF,신한은행/농협은행.신한은행.주택도시보증공사,은행/은행.은행.공공,매입.-.-,매입확약,-,-, (주)신한은행 중소기업은행 및 농협은행(주)의 신용공여성 기업어음 매입보장(매입보장비율(470: 1300: 500)) . (주)신한은행의 유동성 공여의무(한도 6억원) . 주택도시보증공사의 PF 대출보증
리치게이트원당,경기도,고양시,덕양구,주교동,공동주택,아파트,본 PF,신한은행/농협은행.신한은행.주택도시보증공사,은행/은행.은행.공공,매입.-.-,매입확약,-,-, (주)신한은행 중소기업은행 및 농협은행(주)의 신용공여성 기업어음 매입보장(매입보장비율(470: 1300: 500)) . (주)신한은행의 유동성 공여의무(한도 6억원) . 주택도시보증공사의 PF 대출보증
리치게이트원당,경기도,고양시,덕양구,주교동,공동주택,아파트,본 PF,신한은행/농협은행.신한은행.주택도시보증공사,은행/은행.은행.공공,매입.-.-,매입확약,-,-, (주)신한은행 중소기업은행 및 농협은행(주)의 신용공여성 기업어음 매입보장(매입보장비율(470: 1300: 500)) . (주)신한은행의 유동성 공여의무(한도 6억원) . 주택도시보증공사의 PF 대출보증
리치게이트원당,경기도,고양시,덕양구,주교동,공동주택,아파트,본 PF,신한은행/농협은행.신한은행.주택도시보증공사,은행/은행.은행.공공,매입.-.-,매입확약,-,-, (주)신한은행 중소기업은행 및 농협은행(주)의 신용공여성 기업어음 매입보장(매입보장비율(470: 1300: 500)) . (주)신한은행의 유동성 공여의무(한도 6억원) . 주택도시보증공사의 PF 대출보증
리치게이트원당,경기도,고양시,덕양구,주교동,공동주택,아파트,본 PF,신한은행/농협은행.신한은행.주택도시보증공사,은행/은행.은행.공공,매입.-.-,매입확약,-,-, (주)신한은행 중소기업은행 및 농협은행(주)의 신용공여성 기업어음 매입보장(매입보장비율(470: 1300: 500)) . (주)신한은행의 유동성 공여의무(한도 6억원) . 주택도시보증공사의 PF 대출보증
리치게이트원당,경기도,고양시,덕양구,주교동,공동주택,아파트,본 PF,신한은행/농협은행.신한은행.주택도시보증공사,은행/은행.은행.공공,매입.-.-,매입확약,-,-, (주)신한은행 중소기업은행 및 농협은행(주)의 신용공여성 기업어음 매입보장(매입보장비율(470: 1300: 500)) . (주)신한은행의 유동성 공여의무(한도 6억원) . 주택도시보증공사의 PF 대출보증
